ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2015-02-09,733.680371941157,-1041.2423643976576,2618.186464352902,733.680371941157,733.680371941157,-0.06263027314677197,-0.06263027314677197,-0.06263027314677197,0.08550539328305648,0.08550539328305648,0.08550539328305648,-0.14813566642982845,-0.14813566642982845,-0.14813566642982845,0.0,0.0,0.0,687.729769844057
2015-02-11,733.9998951200737,-1366.8465261785661,2298.3467912718215,733.9998951200737,733.9998951200737,-0.2727620769826299,-0.2727620769826299,-0.2727620769826299,-0.12681930623042262,-0.12681930623042262,-0.12681930623042262,-0.14594277075220732,-0.14594277075220732,-0.14594277075220732,0.0,0.0,0.0,533.7925592220898
2015-02-12,734.1596567095321,-1116.9246594199117,2582.664899786272,734.1596567095321,734.1596567095321,0.04864212563487162,0.04864212563487162,0.04864212563487162,0.19630234702949695,0.19630234702949695,0.19630234702949695,-0.14766022139462534,-0.14766022139462534,-0.14766022139462534,0.0,0.0,0.0,769.8707429672514
2015-02-27,736.5560805514074,-1309.6147919647462,2235.654757750157,736.5560805514074,736.5560805514074,-0.383628594660781,-0.383628594660781,-0.383628594660781,-0.16932208165285334,-0.16932208165285334,-0.16932208165285334,-0.21430651300792763,-0.21430651300792763,-0.21430651300792763,0.0,0.0,0.0,453.992106480618
2015-03-03,737.1951269092408,-1181.7773276462515,2309.775684499444,737.1951269092408,737.1951269092408,-0.2186187702730201,-0.2186187702730201,-0.2186187702730201,-0.02056440239009702,-0.02056440239009702,-0.02056440239009702,-0.19805436788292308,-0.19805436788292308,-0.19805436788292308,0.0,0.0,0.0,576.0304348130795
2015-03-05,737.5146500881575,-1026.6468267426676,2532.455424430793,737.5146500881575,737.5146500881575,0.007030638556317942,0.007030638556317942,0.007030638556317942,0.19630234702921773,0.19630234702921773,0.19630234702921773,-0.18927170847289976,-0.18927170847289976,-0.18927170847289976,0.0,0.0,0.0,742.6998490229166
2015-03-08,737.9939348565326,-1246.7054111931266,2230.7671935374565,737.9939348565326,737.9939348565326,-0.35039785182965555,-0.35039785182965555,-0.35039785182965555,-0.1662227363624219,-0.1662227363624219,-0.1662227363624219,-0.18417511546723364,-0.18417511546723364,-0.18417511546723364,0.0,0.0,0.0,479.40244541948886
2015-03-09,738.1536964459909,-1126.7048517406813,2529.948180398898,738.1536964459909,738.1536964459909,-0.10062315455311152,-0.10062315455311152,-0.10062315455311152,0.08550539328317033,0.08550539328317033,0.08550539328317033,-0.18612854783628188,-0.18612854783628188,-0.18612854783628188,0.0,0.0,0.0,663.8783429645554
2015-03-10,738.3134580354492,-1296.740071871162,2418.419084512535,738.3134580354492,738.3134580354492,-0.21097029635922693,-0.21097029635922693,-0.21097029635922693,-0.02056440238824002,-0.02056440238824002,-0.02056440238824002,-0.1904058939709869,-0.1904058939709869,-0.1904058939709869,0.0,0.0,0.0,582.5512489877049
2015-03-11,738.4732196249076,-1271.8186531780711,2301.7254395937807,738.4732196249076,738.4732196249076,-0.32402568392400544,-0.32402568392400544,-0.32402568392400544,-0.1268193062303442,-0.1268193062303442,-0.1268193062303442,-0.19720637769366123,-0.19720637769366123,-0.19720637769366123,0.0,0.0,0.0,499.1889295763847
2015-03-17,739.4317891616578,-1259.9870160287571,2344.850472997983,739.4317891616578,739.4317891616578,-0.31151220472905095,-0.31151220472905095,-0.31151220472905095,-0.020564402389318587,-0.020564402389318587,-0.020564402389318587,-0.2909478023397324,-0.2909478023397324,-0.2909478023397324,0.0,0.0,0.0,509.089762273163
2015-03-21,740.0708355194912,-1268.1430494416875,2508.5499443388826,740.0708355194912,740.0708355194912,-0.18217710819792657,-0.18217710819792657,-0.18217710819792657,0.20112078632239871,0.20112078632239871,0.20112078632239871,-0.38329789452032526,-0.38329789452032526,-0.38329789452032526,0.0,0.0,0.0,605.2468708429269
2015-03-24,740.550120556726,-1452.525318547177,2121.7034645839567,740.550120556726,740.550120556726,-0.46439240349796956,-0.46439240349796956,-0.46439240349796956,-0.02056440238899311,-0.02056440238899311,-0.02056440238899311,-0.4438280011089765,-0.4438280011089765,-0.4438280011089765,0.0,0.0,0.0,396.64427016067685
2015-03-25,740.7098822358042,-1392.910961267547,2104.678072718601,740.7098822358042,740.7098822358042,-0.585708240610763,-0.585708240610763,-0.585708240610763,-0.12681930623098214,-0.12681930623098214,-0.12681930623098214,-0.45888893437978096,-0.45888893437978096,-0.45888893437978096,0.0,0.0,0.0,306.8700003084659
2015-03-30,741.5086906311956,-1455.2277325532023,2249.541879442065,741.5086906311956,741.5086906311956,-0.3868844271817078,-0.3868844271817078,-0.3868844271817078,0.08550539328361365,0.08550539328361365,0.08550539328361365,-0.47238982046532135,-0.47238982046532135,-0.47238982046532135,0.0,0.0,0.0,454.6305256060873
2015-03-31,741.6684523102739,-1436.720901498715,2152.6999684503207,741.6684523102739,741.6684523102739,-0.48119927836743914,-0.48119927836743914,-0.48119927836743914,-0.02056440239019912,-0.02056440239019912,-0.02056440239019912,-0.46063487597723995,-0.46063487597723995,-0.46063487597723995,0.0,0.0,0.0,384.77812827067464
2015-04-05,742.4672607056651,-1576.8356392984206,2332.7741528671418,742.4672607056651,742.4672607056651,-0.4992245840482704,-0.4992245840482704,-0.4992245840482704,-0.1662227363624961,-0.1662227363624961,-0.1662227363624961,-0.33300184768577434,-0.33300184768577434,-0.33300184768577434,0.0,0.0,0.0,371.8093513104207
2015-04-06,742.6270223847434,-1309.6064424724095,2461.056410733625,742.6270223847434,742.6270223847434,-0.21125028627843118,-0.21125028627843118,-0.21125028627843118,0.08550539328328421,0.08550539328328421,0.08550539328328421,-0.2967556795617154,-0.2967556795617154,-0.2967556795617154,0.0,0.0,0.0,585.7468513078675
2015-04-08,742.9465457429,-1431.5728587564229,2324.001175530467,742.9465457429001,742.9465457429001,-0.3457098599785386,-0.3457098599785386,-0.3457098599785386,-0.1268193062302658,-0.1268193062302658,-0.1268193062302658,-0.21889055374827282,-0.21889055374827282,-0.21889055374827282,0.0,0.0,0.0,486.102599442583
2015-04-10,743.2660691010565,-1283.502936537479,2342.4616818127447,743.2660691010565,743.2660691010565,-0.3087556642717174,-0.3087556642717174,-0.3087556642717174,-0.16932208165262633,-0.16932208165262633,-0.16932208165262633,-0.13943358261909106,-0.13943358261909106,-0.13943358261909106,0.0,0.0,0.0,513.7784602051315
2015-04-11,743.4258307801347,-1066.2989770353665,2615.4804025068024,743.4258307801347,743.4258307801347,0.09984719366428726,0.09984719366428726,0.09984719366428726,0.20112078632251923,0.20112078632251923,0.20112078632251923,-0.10127359265823196,-0.10127359265823196,-0.10127359265823196,0.0,0.0,0.0,817.6548136810725
2015-04-12,743.585592459213,-1151.846762177629,2297.726511420533,743.585592459213,743.585592459213,-0.23151079055699852,-0.23151079055699852,-0.23151079055699852,-0.16622273636225596,-0.16622273636225596,-0.16622273636225596,-0.0652880541947426,-0.0652880541947426,-0.0652880541947426,0.0,0.0,0.0,571.4375041021865
2015-04-13,743.7453541382913,-1109.2951405844144,2649.1817034926116,743.7453541382913,743.7453541382913,0.0532398654749357,0.0532398654749357,0.0532398654749357,0.0855053932829548,0.0855053932829548,0.0855053932829548,-0.032265527808019105,-0.032265527808019105,-0.032265527808019105,0.0,0.0,0.0,783.3422567402224
2015-04-22,745.1832092499957,-1005.8672713141519,2609.211843510163,745.1832092499957,745.1832092499957,-0.07531869785724948,-0.07531869785724948,-0.07531869785724948,-0.1268193062308257,-0.1268193062308257,-0.1268193062308257,0.05150060837357623,0.05150060837357623,0.05150060837357623,0.0,0.0,0.0,689.0569802641998
2015-04-23,745.3429709290739,-979.5296656541524,2770.8158865829882,745.3429709290739,745.3429709290739,0.23176960327317425,0.23176960327317425,0.23176960327317425,0.1963023470298112,0.1963023470298112,0.1963023470298112,0.035467256243363054,0.035467256243363054,0.035467256243363054,0.0,0.0,0.0,918.0908156037543
2015-04-28,746.1417793244652,-1161.489370905669,2480.7000513471444,746.1417793244652,746.1417793244652,-0.10789933837759924,-0.10789933837759924,-0.10789933837759924,-0.02056440238883342,-0.02056440238883342,-0.02056440238883342,-0.08733493598876582,-0.08733493598876582,-0.08733493598876582,0.0,0.0,0.0,665.6335749994707
2015-04-29,746.3015410035434,-1233.5129382622338,2511.2600734294215,746.3015410035434,746.3015410035434,-0.24147185003139457,-0.24147185003139457,-0.24147185003139457,-0.12681930623110568,-0.12681930623110568,-0.12681930623110568,-0.11465254380028889,-0.11465254380028889,-0.11465254380028889,0.0,0.0,0.0,566.0907272161371
2015-05-01,746.6210643617001,-1356.1076068185935,2308.23308095295,746.6210643617001,746.6210643617001,-0.33442949457638554,-0.33442949457638554,-0.33442949457638554,-0.16932208165282497,-0.16932208165282497,-0.16932208165282497,-0.16510741292356054,-0.16510741292356054,-0.16510741292356054,0.0,0.0,0.0,496.9289591671337
2015-05-03,746.9405877198565,-1356.5965206869876,2352.027309588451,746.9405877198565,746.9405877198565,-0.3710481529788022,-0.3710481529788022,-0.3710481529788022,-0.16622273636257032,-0.16622273636257032,-0.16622273636257032,-0.20482541661623194,-0.20482541661623194,-0.20482541661623194,0.0,0.0,0.0,469.7896622615027
2015-05-04,747.1003493989348,-1291.9434024582986,2385.8707541506187,747.1003493989348,747.1003493989348,-0.13355278540624094,-0.13355278540624094,-0.13355278540624094,0.08550539328201884,0.08550539328201884,0.08550539328201884,-0.21905817868825977,-0.21905817868825977,-0.21905817868825977,0.0,0.0,0.0,647.3230167587312
2015-05-08,747.7393961152478,-1320.9236821039713,2317.10601757744,747.7393961152478,747.7393961152478,-0.39944475776781996,-0.39944475776781996,-0.39944475776781996,-0.16932208165262708,-0.16932208165262708,-0.16932208165262708,-0.2301226761151929,-0.2301226761151929,-0.2301226761151929,0.0,0.0,0.0,449.05881416053666
2015-05-09,747.899157794326,-1023.64848271777,2649.1126066403535,747.899157794326,747.899157794326,-0.01998042561154982,-0.01998042561154982,-0.01998042561154982,0.2011207863225258,0.2011207863225258,0.2011207863225258,-0.22110121193407564,-0.22110121193407564,-0.22110121193407564,0.0,0.0,0.0,732.9558143070758
2015-05-10,748.0589194734043,-1228.2159422681998,2365.101547908336,748.0589194734043,748.0589194734043,-0.37399179842315033,-0.37399179842315033,-0.37399179842315033,-0.16622273636233015,-0.16622273636233015,-0.16622273636233015,-0.2077690620608202,-0.2077690620608202,-0.2077690620608202,0.0,0.0,0.0,468.29101885306727
2015-05-11,748.2186811524825,-1172.659752112234,2523.193378177253,748.2186811524825,748.2186811524825,-0.10507589525003808,-0.10507589525003808,-0.10507589525003808,0.08550539328312096,0.08550539328312096,0.08550539328312096,-0.190581288533159,-0.190581288533159,-0.190581288533159,0.0,0.0,0.0,669.5989333875826
2015-05-12,748.3784428315608,-1261.0927771259408,2290.600265763145,748.3784428315608,748.3784428315608,-0.1906833563277605,-0.1906833563277605,-0.1906833563277605,-0.020564402389650252,-0.020564402389650252,-0.020564402389650252,-0.17011895393811025,-0.17011895393811025,-0.17011895393811025,0.0,0.0,0.0,605.6751295490957
2015-05-18,749.3370129060304,-907.5525666533681,2659.321846942894,749.3370129060304,749.3370129060304,0.06362080987391497,0.06362080987391497,0.06362080987391497,0.08550539328279155,0.08550539328279155,0.08550539328279155,-0.021884583408876574,-0.021884583408876574,-0.021884583408876574,0.0,0.0,0.0,797.0104405356124
2015-05-20,749.6565362641869,-1283.071518274183,2518.3534267143673,749.6565362641869,749.6565362641869,-0.10997602422379935,-0.10997602422379935,-0.10997602422379935,-0.12681930623066928,-0.12681930623066928,-0.12681930623066928,0.016843282006869957,0.016843282006869957,0.016843282006869957,0.0,0.0,0.0,667.2122908724672
2015-05-21,749.8162983524046,-1008.8969216495829,2738.006941479224,749.8162983524046,749.8162983524046,0.2270098368149759,0.2270098368149759,0.2270098368149759,0.19630234703048427,0.19630234703048427,0.19630234703048427,0.030707489784491643,0.030707489784491643,0.030707489784491643,0.0,0.0,0.0,920.0319738825933
2015-05-23,750.1358225288399,-794.7345528620733,2783.7703164618124,750.1358225288399,750.1358225288399,0.2459113063424268,0.2459113063424268,0.2459113063424268,0.20112078632276026,0.20112078632276026,0.20112078632276026,0.044790520019666505,0.044790520019666505,0.044790520019666505,0.0,0.0,0.0,934.6027025811577
2015-05-24,750.2955846170576,-1185.0480298705143,2467.7197814166366,750.2955846170576,750.2955846170576,-0.12185295423411935,-0.12185295423411935,-0.12185295423411935,-0.16622273636191756,-0.16622273636191756,-0.16622273636191756,0.04436978212779821,0.04436978212779821,0.04436978212779821,0.0,0.0,0.0,658.8698510826534
2015-05-25,750.4553467052752,-1037.6307119840753,2585.6673305717795,750.4553467052752,750.4553467052752,0.12431565246605594,0.12431565246605594,0.12431565246605594,0.08550539328386751,0.08550539328386751,0.08550539328386751,0.03881025918218842,0.03881025918218842,0.03881025918218842,0.0,0.0,0.0,843.7486927775818
2015-05-30,751.2541571463636,-1048.5333945218742,2618.142618916106,751.2541571463636,751.2541571463636,0.14364881458420148,0.14364881458420148,0.14364881458420148,0.20112078632264635,0.20112078632264635,0.20112078632264635,-0.0574719717384449,-0.0574719717384449,-0.0574719717384449,0.0,0.0,0.0,859.1709262718921
2015-06-04,752.0529675874519,-1203.6856605632718,2564.7606656736843,752.0529675874519,752.0529675874519,-0.011036276393803057,-0.011036276393803057,-0.011036276393803057,0.19630234703006172,0.19630234703006172,0.19630234703006172,-0.20733862342386478,-0.20733862342386478,-0.20733862342386478,0.0,0.0,0.0,743.753103174377
2015-06-06,752.3724917638872,-1127.825698532138,2411.2403513800273,752.3724917638872,752.3724917638872,-0.055262694593361306,-0.055262694593361306,-0.055262694593361306,0.20112078632253239,0.20112078632253239,0.20112078632253239,-0.2563834809158937,-0.2563834809158937,-0.2563834809158937,0.0,0.0,0.0,710.7943605310933
2015-06-07,752.5322538521049,-1415.4664216052306,2238.4143144158757,752.5322538521049,752.5322538521049,-0.44102897364444843,-0.44102897364444843,-0.44102897364444843,-0.16622273636147114,-0.16622273636147114,-0.16622273636147114,-0.2748062372829773,-0.2748062372829773,-0.2748062372829773,0.0,0.0,0.0,420.64372630136756
2015-06-08,752.6920159403226,-1023.5118019292438,2379.7760569942325,752.6920159403226,752.6920159403226,-0.20263910665949372,-0.20263910665949372,-0.20263910665949372,0.08550539328323482,0.08550539328323482,0.08550539328323482,-0.2881444999427285,-0.2881444999427285,-0.2881444999427285,0.0,0.0,0.0,600.1671782404422
2015-06-10,753.0115401167579,-1342.3621483914274,2333.322322494442,753.0115401167579,753.0115401167579,-0.4241600450247838,-0.4241600450247838,-0.4241600450247838,-0.1268193062303109,-0.1268193062303109,-0.1268193062303109,-0.297340738794473,-0.297340738794473,-0.297340738794473,0.0,0.0,0.0,433.61413135665214
2015-06-16,753.970112646064,-1170.5717479390385,2343.394662596394,753.970112646064,753.970112646064,-0.1974671685097562,-0.1974671685097562,-0.1974671685097562,-0.020564402389490588,-0.020564402389490588,-0.020564402389490588,-0.1769027661202656,-0.1769027661202656,-0.1769027661202656,0.0,0.0,0.0,605.0857693608638
2015-06-17,754.1298747342815,-1279.8378252554585,2429.7585470585354,754.1298747342814,754.1298747342814,-0.2658255620704817,-0.2658255620704817,-0.2658255620704817,-0.12681930623066887,-0.12681930623066887,-0.12681930623066887,-0.13900625583981288,-0.13900625583981288,-0.13900625583981288,0.0,0.0,0.0,553.6628769088992
2015-06-21,754.7689230871523,-1109.795748682164,2438.032762523203,754.7689230871523,754.7689230871523,-0.1355283685220867,-0.1355283685220867,-0.1355283685220867,-0.1662227363629927,-0.1662227363629927,-0.1662227363629927,0.03069436784090601,0.03069436784090601,0.03069436784090601,0.0,0.0,0.0,652.4763223299782
2015-06-22,754.9286851753699,-1061.4389167306078,2571.896472674572,754.9286851753699,754.9286851753699,0.15709321533595264,0.15709321533595264,0.15709321533595264,0.08550539328257598,0.08550539328257598,0.08550539328257598,0.07158782205337666,0.07158782205337666,0.07158782205337666,0.0,0.0,0.0,873.5228596789118
2015-06-23,755.0884472635876,-1059.7765298965703,2551.97218510137,755.0884472635876,755.0884472635876,0.0887908403394996,0.0887908403394996,0.0887908403394996,-0.020564402389101344,-0.020564402389101344,-0.020564402389101344,0.10935524272860093,0.10935524272860093,0.10935524272860093,0.0,0.0,0.0,822.1333850267695
2015-06-28,755.8872577046759,-1107.499545690243,2686.1014313497117,755.8872577046759,755.8872577046759,0.0468294336515013,0.0468294336515013,0.0468294336515013,-0.16622273636278642,-0.16622273636278642,-0.16622273636278642,0.21305217001428772,0.21305217001428772,0.21305217001428772,0.0,0.0,0.0,791.2850298873724
2015-06-29,756.0470197928936,-988.0234880656164,2767.090843103147,756.0470197928936,756.0470197928936,0.2965603623189178,0.2965603623189178,0.2965603623189178,0.08550539328227269,0.08550539328227269,0.08550539328227269,0.21105496903664508,0.21105496903664508,0.21105496903664508,0.0,0.0,0.0,980.2605979128123
2015-06-30,756.2067818811113,-799.0217733168621,2736.59216421968,756.2067818811113,756.2067818811113,0.1798794371829656,0.1798794371829656,0.1798794371829656,-0.02056440239024361,-0.02056440239024361,-0.02056440239024361,0.20044383957320921,0.20044383957320921,0.20044383957320921,0.0,0.0,0.0,892.2328321998272
2015-07-02,756.5263060575465,-807.926347820984,2651.2583749285877,756.5263060575465,756.5263060575465,0.3498943201845608,0.3498943201845608,0.3498943201845608,0.19630234702911678,0.19630234702911678,0.19630234702911678,0.15359197315544398,0.15359197315544398,0.15359197315544398,0.0,0.0,0.0,1021.2305636172888
2015-07-05,757.0055923221995,-1182.484776206406,2378.179695238341,757.0055923221995,757.0055923221995,-0.14010494008967356,-0.14010494008967356,-0.14010494008967356,-0.16622273636254625,-0.16622273636254625,-0.16622273636254625,0.026117796272872723,0.026117796272872723,0.026117796272872723,0.0,0.0,0.0,650.94536916235
2015-07-07,757.3251164986349,-1140.9780386621167,2549.3143875704745,757.3251164986349,757.3251164986349,-0.1072368681432394,-0.1072368681432394,-0.1072368681432394,-0.020564402388386638,-0.020564402388386638,-0.020564402388386638,-0.08667246575485277,-0.08667246575485277,-0.08667246575485277,0.0,0.0,0.0,676.1119428391073
2015-07-09,757.6446406750703,-1031.548496323242,2580.368873224958,757.6446406750703,757.6446406750703,-0.013563484947279936,-0.013563484947279936,-0.013563484947279936,0.1963023470301689,0.1963023470301689,0.1963023470301689,-0.20986583197744885,-0.20986583197744885,-0.20986583197744885,0.0,0.0,0.0,747.3683389958867
2015-07-10,757.8044027632878,-1321.8819167693327,2208.5770827706006,757.8044027632878,757.8044027632878,-0.4409655503962647,-0.4409655503962647,-0.4409655503962647,-0.16932208165293972,-0.16932208165293972,-0.16932208165293972,-0.27164346874332507,-0.27164346874332507,-0.27164346874332507,0.0,0.0,0.0,423.63876720606197
2015-07-11,757.9641648515055,-973.0399405529386,2524.2266982690626,757.9641648515055,757.9641648515055,-0.13035217645394181,-0.13035217645394181,-0.13035217645394181,0.20112078632255337,0.20112078632255337,0.20112078632255337,-0.3314729627764952,-0.3314729627764952,-0.3314729627764952,0.0,0.0,0.0,659.1618862890174
2015-07-14,758.4434511161586,-1476.569955254884,2154.012697469119,758.4434511161586,758.4434511161586,-0.5048680523946297,-0.5048680523946297,-0.5048680523946297,-0.02056440238952892,-0.02056440238952892,-0.02056440238952892,-0.484303650005101,-0.484303650005101,-0.484303650005101,0.0,0.0,0.0,375.52958309968204
2015-07-18,759.0824967672694,-1447.1864597793804,2188.824118080316,759.0824967672694,759.0824967672694,-0.3787395509468821,-0.3787395509468821,-0.3787395509468821,0.2011207863224394,0.2011207863224394,0.2011207863224394,-0.5798603372693214,-0.5798603372693214,-0.5798603372693214,0.0,0.0,0.0,471.5879328099957
2015-07-19,759.2422581800471,-1491.4167677441071,1992.7961998498376,759.242258180047,759.242258180047,-0.7451915672936603,-0.7451915672936603,-0.7451915672936603,-0.1662227363630669,-0.1662227363630669,-0.1662227363630669,-0.5789688309305934,-0.5789688309305934,-0.5789688309305934,0.0,0.0,0.0,193.4613298512799
2015-07-20,759.4020195928248,-1367.6174676191524,2254.716759770545,759.4020195928248,759.4020195928248,-0.4820730763726625,-0.4820730763726625,-0.4820730763726625,0.085505393282716,0.085505393282716,0.085505393282716,-0.5675784696553785,-0.5675784696553785,-0.5675784696553785,0.0,0.0,0.0,393.3147518040988
2015-07-22,759.7215424183802,-1699.8839497316196,2094.234935205841,759.7215424183802,759.7215424183802,-0.6410357457845265,-0.6410357457845265,-0.6410357457845265,-0.1268193062307924,-0.1268193062307924,-0.1268193062307924,-0.5142164395537341,-0.5142164395537341,-0.5142164395537341,0.0,0.0,0.0,272.7128768856431
2015-07-23,759.881303831158,-1340.8625908337037,2378.3341072340554,759.881303831158,759.881303831158,-0.2770476272733644,-0.2770476272733644,-0.2770476272733644,0.19630234702974636,0.19630234702974636,0.19630234702974636,-0.47334997430311077,-0.47334997430311077,-0.47334997430311077,0.0,0.0,0.0,549.3579915953452
2015-07-27,760.5203494822688,-1031.4637750467036,2472.500645774557,760.5203494822688,760.5203494822688,-0.153434244610615,-0.153434244610615,-0.153434244610615,0.08550539328381812,0.08550539328381812,0.08550539328381812,-0.23893963789443312,-0.23893963789443312,-0.23893963789443312,0.0,0.0,0.0,643.830484148456
2015-08-04,761.7984407844905,-986.210385545781,2780.840511320942,761.7984407844906,761.7984407844906,0.23841214259732307,0.23841214259732307,0.23841214259732307,-0.02056440238855245,-0.02056440238855245,-0.02056440238855245,0.2589765449858755,0.2589765449858755,0.2589765449858755,0.0,0.0,0.0,943.4204392792209
2015-08-05,761.9582021972682,-913.4270352474988,2619.60621819856,761.9582021972682,761.9582021972682,0.1678751871040633,0.1678751871040633,0.1678751871040633,-0.12681930623007606,-0.12681930623007606,-0.12681930623007606,0.29469449333413933,0.29469449333413933,0.29469449333413933,0.0,0.0,0.0,889.8720779566103
2015-08-06,762.117963610046,-744.3521751463875,2883.5434297287743,762.117963610046,762.117963610046,0.5172423638506283,0.5172423638506283,0.5172423638506283,0.1963023470301328,0.1963023470301328,0.1963023470301328,0.32094001682049544,0.32094001682049544,0.32094001682049544,0.0,0.0,0.0,1156.3176606407333
2015-08-07,762.2777250228237,-993.448227931156,2816.5762182960575,762.2777250228237,762.2777250228237,0.16793099977843326,0.16793099977843326,0.16793099977843326,-0.16932208165259943,-0.16932208165259943,-0.16932208165259943,0.33725308143103266,0.33725308143103266,0.33725308143103266,0.0,0.0,0.0,890.2877854947361
2015-08-09,762.5972478483791,-875.0606270691694,2750.419008171848,762.5972478483791,762.5972478483791,0.1733830613518084,0.1733830613518084,0.1733830613518084,-0.1662227363623803,-0.1662227363623803,-0.1662227363623803,0.33960579771418864,0.33960579771418864,0.33960579771418864,0.0,0.0,0.0,894.8186932587948
2015-08-10,762.7570092611568,-678.139540929873,2973.982011455519,762.7570092611568,762.7570092611568,0.4116038033448862,0.4116038033448862,0.4116038033448862,0.08550539328318543,0.08550539328318543,0.08550539328318543,0.32609841006170076,0.32609841006170076,0.32609841006170076,0.0,0.0,0.0,1076.7106953010195
