date,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,region
1/19/15,1384.864164,-1765.500327,3675.482487,1384.864164,1384.864164,-471.6816092,-471.6816092,-471.6816092,45.65268763,45.65268763,45.65268763,-517.3342969,-517.3342969,-517.3342969,0,0,0,913.1825551,National
1/20/15,1385.417906,-1811.271307,3757.637707,1385.417906,1385.417906,-426.6466493,-426.6466493,-426.6466493,88.94288926,88.94288926,88.94288926,-515.5895386,-515.5895386,-515.5895386,0,0,0,958.7712563,National
1/23/15,1387.079129,-2118.044546,3607.994431,1387.079129,1387.079129,-520.4116027,-520.4116027,-520.4116027,-100.0492478,-100.0492478,-100.0492478,-420.3623549,-420.3623549,-420.3623549,0,0,0,866.6675266,National
1/26/15,1388.740353,-1462.036236,4124.936414,1388.740353,1388.740353,-176.7475659,-176.7475659,-176.7475659,45.65268763,45.65268763,45.65268763,-222.4002535,-222.4002535,-222.4002535,0,0,0,1211.992787,National
1/27/15,1389.294094,-1724.577481,4249.654324,1389.294094,1389.294094,-54.58227492,-54.58227492,-54.58227492,88.94288926,88.94288926,88.94288926,-143.5251642,-143.5251642,-143.5251642,0,0,0,1334.711819,National
1/28/15,1389.847836,-1728.956644,4035.788359,1389.847836,1389.847836,-73.56160429,-73.56160429,-73.56160429,-11.16063624,-11.16063624,-11.16063624,-62.40096806,-62.40096806,-62.40096806,0,0,0,1316.286231,National
1/30/15,1390.955318,-1597.725021,4369.895842,1390.955318,1390.955318,-3.925569934,-3.925569934,-3.925569934,-100.0492478,-100.0492478,-100.0492478,96.12367788,96.12367788,96.12367788,0,0,0,1387.029748,National
1/31/15,1391.509059,-1075.315101,4489.856197,1391.509059,1391.509059,460.4555662,460.4555662,460.4555662,292.0234627,292.0234627,292.0234627,168.4321035,168.4321035,168.4321035,0,0,0,1851.964626,National
2/2/15,1392.616542,-1316.727557,4761.630358,1392.616542,1392.616542,333.2255113,333.2255113,333.2255113,45.65268763,45.65268763,45.65268763,287.5728236,287.5728236,287.5728236,0,0,0,1725.842053,National
2/3/15,1393.170283,-1215.240183,4534.157886,1393.170283,1393.170283,419.4532641,419.4532641,419.4532641,88.94288926,88.94288926,88.94288926,330.5103749,330.5103749,330.5103749,0,0,0,1812.623547,National
2/4/15,1393.724024,-1162.382822,4812.510448,1393.724024,1393.724024,349.137402,349.137402,349.137402,-11.16063624,-11.16063624,-11.16063624,360.2980383,360.2980383,360.2980383,0,0,0,1742.861426,National
2/5/15,1394.277766,-1154.039579,4525.762373,1394.277766,1394.277766,163.7522693,163.7522693,163.7522693,-212.1040465,-212.1040465,-212.1040465,375.8563158,375.8563158,375.8563158,0,0,0,1558.030035,National
2/6/15,1394.831507,-1146.318871,4603.191044,1394.831507,1394.831507,276.4675076,276.4675076,276.4675076,-100.0492478,-100.0492478,-100.0492478,376.5167554,376.5167554,376.5167554,0,0,0,1671.299015,National
2/7/15,1395.385248,-638.5117819,5186.941455,1395.385248,1395.385248,654.0638495,654.0638495,654.0638495,292.0234627,292.0234627,292.0234627,362.0403868,362.0403868,362.0403868,0,0,0,2049.449098,National
2/8/15,1395.938989,-1191.29499,4569.101757,1395.938989,1395.938989,229.3192046,229.3192046,229.3192046,-103.3051091,-103.3051091,-103.3051091,332.6243136,332.6243136,332.6243136,0,0,0,1625.258194,National
2/9/15,1396.492731,-1194.721911,4500.624985,1396.492731,1396.492731,334.5489752,334.5489752,334.5489752,45.65268763,45.65268763,45.65268763,288.8962876,288.8962876,288.8962876,0,0,0,1731.041706,National
2/10/15,1397.046472,-1190.258209,4442.740475,1397.046472,1397.046472,320.8403104,320.8403104,320.8403104,88.94288926,88.94288926,88.94288926,231.8974211,231.8974211,231.8974211,0,0,0,1717.886782,National
2/11/15,1397.600213,-1367.719738,4739.32036,1397.600213,1397.600213,151.8928887,151.8928887,151.8928887,-11.16063624,-11.16063624,-11.16063624,163.0535249,163.0535249,163.0535249,0,0,0,1549.493102,National
2/12/15,1398.153954,-1627.84169,4082.929266,1398.153954,1398.153954,-127.9681756,-127.9681756,-127.9681756,-212.1040465,-212.1040465,-212.1040465,84.13587083,84.13587083,84.13587083,0,0,0,1270.185779,National
2/14/15,1399.261437,-1314.886682,4393.687673,1399.261437,1399.261437,196.6146999,196.6146999,196.6146999,292.0234627,292.0234627,292.0234627,-95.40876279,-95.40876279,-95.40876279,0,0,0,1595.876137,National
2/15/15,1399.815178,-1569.706749,4079.76502,1399.815178,1399.815178,-294.5485426,-294.5485426,-294.5485426,-103.3051091,-103.3051091,-103.3051091,-191.2434335,-191.2434335,-191.2434335,0,0,0,1105.266636,National
2/16/15,1400.368919,-1499.081145,4227.708518,1400.368919,1400.368919,-242.0461514,-242.0461514,-242.0461514,45.65268763,45.65268763,45.65268763,-287.698839,-287.698839,-287.698839,0,0,0,1158.322768,National
2/17/15,1400.922661,-1761.860268,3992.868967,1400.922661,1400.922661,-293.2021948,-293.2021948,-293.2021948,88.94288926,88.94288926,88.94288926,-382.145084,-382.145084,-382.145084,0,0,0,1107.720466,National
2/18/15,1401.476402,-2010.11597,3809.286609,1401.476402,1401.476402,-483.1477668,-483.1477668,-483.1477668,-11.16063624,-11.16063624,-11.16063624,-471.9871306,-471.9871306,-471.9871306,0,0,0,918.3286351,National
2/20/15,1402.583884,-2082.998776,3399.27597,1402.583884,1402.583884,-728.1250998,-728.1250998,-728.1250998,-100.0492478,-100.0492478,-100.0492478,-628.075852,-628.075852,-628.075852,0,0,0,674.4587846,National
2/21/15,1403.137626,-1926.163355,3965.413114,1403.137626,1403.137626,-397.905581,-397.905581,-397.905581,292.0234627,292.0234627,292.0234627,-689.9290437,-689.9290437,-689.9290437,0,0,0,1005.232045,National
2/22/15,1403.691367,-2292.802106,3404.917684,1403.691367,1403.691367,-841.8159396,-841.8159396,-841.8159396,-103.3051091,-103.3051091,-103.3051091,-738.5108305,-738.5108305,-738.5108305,0,0,0,561.8754278,National
2/23/15,1404.245109,-2241.40772,3460.2258,1404.245109,1404.245109,-726.7260981,-726.7260981,-726.7260981,45.65268763,45.65268763,45.65268763,-772.3787857,-772.3787857,-772.3787857,0,0,0,677.5190109,National
2/24/15,1404.79885,-1937.330106,3799.796371,1404.79885,1404.79885,-701.5287712,-701.5287712,-701.5287712,88.94288926,88.94288926,88.94288926,-790.4716604,-790.4716604,-790.4716604,0,0,0,703.2700793,National
2/27/15,1406.460075,-2316.26058,3528.711797,1406.460075,1406.460075,-845.7755143,-845.7755143,-845.7755143,-100.0492478,-100.0492478,-100.0492478,-745.7262665,-745.7262665,-745.7262665,0,0,0,560.6845607,National
3/1/15,1407.567558,-2113.19528,3718.40791,1407.567558,1407.567558,-739.8001403,-739.8001403,-739.8001403,-103.3051091,-103.3051091,-103.3051091,-636.4950313,-636.4950313,-636.4950313,0,0,0,667.7674177,National
3/2/15,1408.1213,-1928.858009,3785.860135,1408.1213,1408.1213,-515.5076987,-515.5076987,-515.5076987,45.65268763,45.65268763,45.65268763,-561.1603863,-561.1603863,-561.1603863,0,0,0,892.6136008,National
3/3/15,1408.675041,-1931.43005,3795.577406,1408.675041,1408.675041,-385.3120368,-385.3120368,-385.3120368,88.94288926,88.94288926,88.94288926,-474.254926,-474.254926,-474.254926,0,0,0,1023.363004,National
3/5/15,1409.782524,-1961.707914,4009.726006,1409.782524,1409.782524,-486.3172855,-486.3172855,-486.3172855,-212.1040465,-212.1040465,-212.1040465,-274.213239,-274.213239,-274.213239,0,0,0,923.4652385,National
3/6/15,1410.336266,-1615.817611,3904.260137,1410.336266,1410.336266,-265.9014929,-265.9014929,-265.9014929,-100.0492478,-100.0492478,-100.0492478,-165.8522451,-165.8522451,-165.8522451,0,0,0,1144.434773,National
3/8/15,1411.443749,-1490.138804,4161.383178,1411.443749,1411.443749,-48.61989427,-48.61989427,-48.61989427,-103.3051091,-103.3051091,-103.3051091,54.68521479,54.68521479,54.68521479,0,0,0,1362.823854,National
3/9/15,1411.99749,-986.9471027,4468.254472,1411.99749,1411.99749,207.2840356,207.2840356,207.2840356,45.65268763,45.65268763,45.65268763,161.631348,161.631348,161.631348,0,0,0,1619.281526,National
3/10/15,1412.551232,-1169.917175,4576.764528,1412.551232,1412.551232,351.9317622,351.9317622,351.9317622,88.94288926,88.94288926,88.94288926,262.9888729,262.9888729,262.9888729,0,0,0,1764.482994,National
3/11/15,1413.104973,-1038.192992,4675.933892,1413.104973,1413.104973,345.2509123,345.2509123,345.2509123,-11.16063624,-11.16063624,-11.16063624,356.4115486,356.4115486,356.4115486,0,0,0,1758.355885,National
3/12/15,1413.658715,-1248.453127,4480.926004,1413.658715,1413.658715,227.669222,227.669222,227.669222,-212.1040465,-212.1040465,-212.1040465,439.7732685,439.7732685,439.7732685,0,0,0,1641.327937,National
3/14/15,1414.766198,-685.1052025,5247.968602,1414.766198,1414.766198,861.2468098,861.2468098,861.2468098,292.0234627,292.0234627,292.0234627,569.2233471,569.2233471,569.2233471,0,0,0,2276.013007,National
3/15/15,1415.319939,-1048.730506,4864.787792,1415.319939,1415.319939,509.2960589,509.2960589,509.2960589,-103.3051091,-103.3051091,-103.3051091,612.601168,612.601168,612.601168,0,0,0,1924.615998,National
3/16/15,1415.873681,-775.7981279,5089.243252,1415.873681,1415.873681,686.2126425,686.2126425,686.2126425,45.65268763,45.65268763,45.65268763,640.5599549,640.5599549,640.5599549,0,0,0,2102.086323,National
3/17/15,1416.427422,-705.1362097,5009.833002,1416.427422,1416.427422,741.6455939,741.6455939,741.6455939,88.94288926,88.94288926,88.94288926,652.7027047,652.7027047,652.7027047,0,0,0,2158.073016,National
3/18/15,1416.981164,-831.0848988,5104.051931,1416.981164,1416.981164,637.8746906,637.8746906,637.8746906,-11.16063624,-11.16063624,-11.16063624,649.0353268,649.0353268,649.0353268,0,0,0,2054.855854,National
3/19/15,1417.534905,-998.7119948,4703.483263,1417.534905,1417.534905,417.8563931,417.8563931,417.8563931,-212.1040465,-212.1040465,-212.1040465,629.9604396,629.9604396,629.9604396,0,0,0,1835.391298,National
3/21/15,1418.642388,-531.6338074,5018.671885,1418.642388,1418.642388,841.0938318,841.0938318,841.0938318,292.0234627,292.0234627,292.0234627,549.0703691,549.0703691,549.0703691,0,0,0,2259.73622,National
3/22/15,1419.19613,-1107.734438,4549.019077,1419.19613,1419.19613,386.5365247,386.5365247,386.5365247,-103.3051091,-103.3051091,-103.3051091,489.8416337,489.8416337,489.8416337,0,0,0,1805.732654,National
3/23/15,1419.749871,-970.3128833,5016.255149,1419.749871,1419.749871,465.9500684,465.9500684,465.9500684,45.65268763,45.65268763,45.65268763,420.2973808,420.2973808,420.2973808,0,0,0,1885.69994,National
3/24/15,1420.303613,-1205.608588,4749.618411,1420.303613,1420.303613,431.3240773,431.3240773,431.3240773,88.94288926,88.94288926,88.94288926,342.381188,342.381188,342.381188,0,0,0,1851.62769,National
3/25/15,1420.857354,-1088.806848,4512.602918,1420.857354,1420.857354,247.0397604,247.0397604,247.0397604,-11.16063624,-11.16063624,-11.16063624,258.2003966,258.2003966,258.2003966,0,0,0,1667.897115,National
3/26/15,1421.411096,-1306.57043,4258.145313,1421.411096,1421.411096,-42.13824158,-42.13824158,-42.13824158,-212.1040465,-212.1040465,-212.1040465,169.9658049,169.9658049,169.9658049,0,0,0,1379.272854,National
3/28/15,1422.518579,-1048.96138,4613.962153,1422.518579,1422.518579,282.3457581,282.3457581,282.3457581,292.0234627,292.0234627,292.0234627,-9.677704589,-9.677704589,-9.677704589,0,0,0,1704.864337,National
3/29/15,1423.07232,-1651.930493,4031.544325,1423.07232,1423.07232,-200.0116424,-200.0116424,-200.0116424,-103.3051091,-103.3051091,-103.3051091,-96.70653333,-96.70653333,-96.70653333,0,0,0,1223.060678,National
3/30/15,1423.626062,-1600.673624,4038.097859,1423.626062,1423.626062,-133.4943791,-133.4943791,-133.4943791,45.65268763,45.65268763,45.65268763,-179.1470667,-179.1470667,-179.1470667,0,0,0,1290.131683,National
3/31/15,1424.179803,-1538.749774,3957.082757,1424.179803,1424.179803,-166.2380896,-166.2380896,-166.2380896,88.94288926,88.94288926,88.94288926,-255.1809789,-255.1809789,-255.1809789,0,0,0,1257.941714,National
4/1/15,1424.733545,-1709.019415,3979.653996,1424.733545,1424.733545,-334.3883355,-334.3883355,-334.3883355,-11.16063624,-11.16063624,-11.16063624,-323.2276993,-323.2276993,-323.2276993,0,0,0,1090.345209,National
4/2/15,1425.287286,-2075.433664,3564.519855,1425.287286,1425.287286,-594.0870047,-594.0870047,-594.0870047,-212.1040465,-212.1040465,-212.1040465,-381.9829583,-381.9829583,-381.9829583,0,0,0,831.2002814,National
4/3/15,1425.841028,-1957.584741,3701.070774,1425.841028,1425.841028,-530.4980129,-530.4980129,-530.4980129,-100.0492478,-100.0492478,-100.0492478,-430.4487651,-430.4487651,-430.4487651,0,0,0,895.3430148,National
4/4/15,1426.394769,-1845.147617,4049.769238,1426.394769,1426.394769,-175.9306143,-175.9306143,-175.9306143,292.0234627,292.0234627,292.0234627,-467.954077,-467.954077,-467.954077,0,0,0,1250.464155,National
4/5/15,1426.948511,-2043.65763,3973.646048,1426.948511,1426.948511,-597.4708068,-597.4708068,-597.4708068,-103.3051091,-103.3051091,-103.3051091,-494.1656978,-494.1656978,-494.1656978,0,0,0,829.4777039,National
4/6/15,1427.502252,-1806.196414,3594.856557,1427.502252,1427.502252,-463.4365426,-463.4365426,-463.4365426,45.65268763,45.65268763,45.65268763,-509.0892302,-509.0892302,-509.0892302,0,0,0,964.0657096,National
4/7/15,1428.055994,-1996.527862,3775.515216,1428.055994,1428.055994,-424.1173085,-424.1173085,-424.1173085,88.94288926,88.94288926,88.94288926,-513.0601977,-513.0601977,-513.0601977,0,0,0,1003.938685,National
4/8/15,1428.609735,-1813.012881,3793.644419,1428.609735,1428.609735,-517.8863702,-517.8863702,-517.8863702,-11.16063624,-11.16063624,-11.16063624,-506.725734,-506.725734,-506.725734,0,0,0,910.723365,National
4/10/15,1429.717218,-2009.078425,3857.351704,1429.717218,1429.717218,-567.166068,-567.166068,-567.166068,-100.0492478,-100.0492478,-100.0492478,-467.1168202,-467.1168202,-467.1168202,0,0,0,862.5511503,National
4/11/15,1430.27096,-1628.922598,4186.434606,1430.27096,1430.27096,-144.3894841,-144.3894841,-144.3894841,292.0234627,292.0234627,292.0234627,-436.4129468,-436.4129468,-436.4129468,0,0,0,1285.881476,National
4/12/15,1430.824702,-1902.49464,3661.5399,1430.824702,1430.824702,-503.7612602,-503.7612602,-503.7612602,-103.3051091,-103.3051091,-103.3051091,-400.4561512,-400.4561512,-400.4561512,0,0,0,927.0634416,National
4/13/15,1431.378444,-1919.226602,3934.322894,1431.378444,1431.378444,-315.2540376,-315.2540376,-315.2540376,45.65268763,45.65268763,45.65268763,-360.9067252,-360.9067252,-360.9067252,0,0,0,1116.124406,National
4/15/15,1432.485927,-1716.301748,4106.050625,1432.485927,1432.485927,-289.0613339,-289.0613339,-289.0613339,-11.16063624,-11.16063624,-11.16063624,-277.9006977,-277.9006977,-277.9006977,0,0,0,1143.424593,National
4/16/15,1433.039669,-1700.712678,3833.083378,1433.039669,1433.039669,-449.9369595,-449.9369595,-449.9369595,-212.1040465,-212.1040465,-212.1040465,-237.8329131,-237.8329131,-237.8329131,0,0,0,983.1027096,National
4/18/15,1434.147153,-1208.521666,4310.485927,1434.147153,1434.147153,123.6631901,123.6631901,123.6631901,292.0234627,292.0234627,292.0234627,-168.3602726,-168.3602726,-168.3602726,0,0,0,1557.810343,National
4/19/15,1434.700895,-1649.575276,4085.591685,1434.700895,1434.700895,-244.91038,-244.91038,-244.91038,-103.3051091,-103.3051091,-103.3051091,-141.605271,-141.605271,-141.605271,0,0,0,1189.790515,National
4/20/15,1435.254636,-1515.315382,4414.346689,1435.254636,1435.254636,-75.9338669,-75.9338669,-75.9338669,45.65268763,45.65268763,45.65268763,-121.5865545,-121.5865545,-121.5865545,0,0,0,1359.320769,National
4/21/15,1435.808378,-1577.260493,4268.77859,1435.808378,1435.808378,-20.11423316,-20.11423316,-20.11423316,88.94288926,88.94288926,88.94288926,-109.0571224,-109.0571224,-109.0571224,0,0,0,1415.694145,National
4/22/15,1436.36212,-1518.938861,4108.121925,1436.36212,1436.36212,-115.6587765,-115.6587765,-115.6587765,-11.16063624,-11.16063624,-11.16063624,-104.4981402,-104.4981402,-104.4981402,0,0,0,1320.703344,National
4/23/15,1436.915862,-1634.784857,4167.992518,1436.915862,1436.915862,-320.2121996,-320.2121996,-320.2121996,-212.1040465,-212.1040465,-212.1040465,-108.1081532,-108.1081532,-108.1081532,0,0,0,1116.703662,National
4/25/15,1438.023345,-1124.251617,4524.492765,1438.023345,1438.023345,152.8096854,152.8096854,152.8096854,292.0234627,292.0234627,292.0234627,-139.2137773,-139.2137773,-139.2137773,0,0,0,1590.833031,National
4/26/15,1438.577087,-1834.633336,4011.923611,1438.577087,1438.577087,-269.0254765,-269.0254765,-269.0254765,-103.3051091,-103.3051091,-103.3051091,-165.7203674,-165.7203674,-165.7203674,0,0,0,1169.551611,National
4/28/15,1439.684571,-1400.64699,4020.487601,1439.684571,1439.684571,-147.4086902,-147.4086902,-147.4086902,88.94288926,88.94288926,88.94288926,-236.3515795,-236.3515795,-236.3515795,0,0,0,1292.275881,National
4/29/15,1440.238313,-1959.45196,3826.526615,1440.238313,1440.238313,-289.3220983,-289.3220983,-289.3220983,-11.16063624,-11.16063624,-11.16063624,-278.161462,-278.161462,-278.161462,0,0,0,1150.916214,National
4/30/15,1440.792055,-1971.420878,3569.35717,1440.792055,1440.792055,-534.618619,-534.618619,-534.618619,-212.1040465,-212.1040465,-212.1040465,-322.5145726,-322.5145726,-322.5145726,0,0,0,906.1734355,National
5/1/15,1441.345796,-1841.563748,3985.209566,1441.345796,1441.345796,-468.0045067,-468.0045067,-468.0045067,-100.0492478,-100.0492478,-100.0492478,-367.9552589,-367.9552589,-367.9552589,0,0,0,973.3412896,National
5/3/15,1442.45328,-1971.962849,3794.783507,1442.45328,1442.45328,-559.4506416,-559.4506416,-559.4506416,-103.3051091,-103.3051091,-103.3051091,-456.1455325,-456.1455325,-456.1455325,0,0,0,883.0026384,National
5/4/15,1443.007022,-1751.650329,3839.644097,1443.007022,1443.007022,-450.3445,-450.3445,-450.3445,45.65268763,45.65268763,45.65268763,-495.9971877,-495.9971877,-495.9971877,0,0,0,992.6625218,National
5/5/15,1443.560764,-1689.809223,3826.647534,1443.560764,1443.560764,-442.290812,-442.290812,-442.290812,88.94288926,88.94288926,88.94288926,-531.2337013,-531.2337013,-531.2337013,0,0,0,1001.269952,National
5/7/15,1444.668247,-2255.478757,3395.01508,1444.668247,1444.668247,-795.4870508,-795.4870508,-795.4870508,-212.1040465,-212.1040465,-212.1040465,-583.3830044,-583.3830044,-583.3830044,0,0,0,649.1811964,National
5/8/15,1445.221989,-2054.015381,3543.539421,1445.221989,1445.221989,-698.5980236,-698.5980236,-698.5980236,-100.0492478,-100.0492478,-100.0492478,-598.5487758,-598.5487758,-598.5487758,0,0,0,746.6239655,National
5/9/15,1445.775731,-1706.026339,3819.144446,1445.775731,1445.775731,-313.6369177,-313.6369177,-313.6369177,292.0234627,292.0234627,292.0234627,-605.6603803,-605.6603803,-605.6603803,0,0,0,1132.138813,National
5/10/15,1446.329473,-1943.520059,3680.54908,1446.329473,1446.329473,-707.7525145,-707.7525145,-707.7525145,-103.3051091,-103.3051091,-103.3051091,-604.4474054,-604.4474054,-604.4474054,0,0,0,738.5769583,National
5/11/15,1446.883215,-1764.59132,3739.681627,1446.883215,1446.883215,-549.250987,-549.250987,-549.250987,45.65268763,45.65268763,45.65268763,-594.9036746,-594.9036746,-594.9036746,0,0,0,897.6322275,National
5/12/15,1447.436956,-1642.037489,3957.770643,1447.436956,1447.436956,-488.3443829,-488.3443829,-488.3443829,88.94288926,88.94288926,88.94288926,-577.2872722,-577.2872722,-577.2872722,0,0,0,959.0925734,National
5/13/15,1447.990698,-1811.118706,3686.906491,1447.990698,1447.990698,-563.2729292,-563.2729292,-563.2729292,-11.16063624,-11.16063624,-11.16063624,-552.1122929,-552.1122929,-552.1122929,0,0,0,884.717769,National
5/14/15,1448.54444,-2356.147326,3478.339546,1448.54444,1448.54444,-732.236655,-732.236655,-732.236655,-212.1040465,-212.1040465,-212.1040465,-520.1326086,-520.1326086,-520.1326086,0,0,0,716.307785,National
5/16/15,1449.651924,-1535.798574,4194.949512,1449.651924,1449.651924,-147.8012224,-147.8012224,-147.8012224,292.0234627,292.0234627,292.0234627,-439.824685,-439.824685,-439.824685,0,0,0,1301.850701,National
5/17/15,1450.205665,-1986.554642,3872.07361,1450.205665,1450.205665,-497.2624984,-497.2624984,-497.2624984,-103.3051091,-103.3051091,-103.3051091,-393.9573893,-393.9573893,-393.9573893,0,0,0,952.9431671,National
5/18/15,1450.759407,-1734.61516,4045.846255,1450.759407,1450.759407,-300.4777584,-300.4777584,-300.4777584,45.65268763,45.65268763,45.65268763,-346.130446,-346.130446,-346.130446,0,0,0,1150.281649,National
5/19/15,1451.313149,-1676.277228,4081.430075,1451.313149,1451.313149,-208.8799512,-208.8799512,-208.8799512,88.94288926,88.94288926,88.94288926,-297.8228405,-297.8228405,-297.8228405,0,0,0,1242.433198,National
5/20/15,1451.866891,-1705.811241,4118.482626,1451.866891,1451.866891,-261.6930152,-261.6930152,-261.6930152,-11.16063624,-11.16063624,-11.16063624,-250.532379,-250.532379,-250.532379,0,0,0,1190.173876,National
5/21/15,1452.420633,-1883.499208,4132.621251,1452.420633,1452.420633,-417.8331808,-417.8331808,-417.8331808,-212.1040465,-212.1040465,-212.1040465,-205.7291343,-205.7291343,-205.7291343,0,0,0,1034.587452,National
5/22/15,1452.974375,-1622.42096,4132.703031,1452.974375,1452.974375,-264.8590341,-264.8590341,-264.8590341,-100.0492478,-100.0492478,-100.0492478,-164.8097863,-164.8097863,-164.8097863,0,0,0,1188.11534,National
5/23/15,1453.528116,-1246.287449,4531.98946,1453.528116,1453.528116,162.9691998,162.9691998,162.9691998,292.0234627,292.0234627,292.0234627,-129.0542629,-129.0542629,-129.0542629,0,0,0,1616.497316,National
5/24/15,1454.081858,-1707.254303,4106.776466,1454.081858,1454.081858,-202.891122,-202.891122,-202.891122,-103.3051091,-103.3051091,-103.3051091,-99.58601297,-99.58601297,-99.58601297,0,0,0,1251.190736,National
5/25/15,1454.6356,-1418.395147,4208.306908,1454.6356,1454.6356,-31.6844417,-31.6844417,-31.6844417,45.65268763,45.65268763,45.65268763,-77.33712934,-77.33712934,-77.33712934,0,0,0,1422.951158,National
5/26/15,1455.189342,-1405.635055,4232.066227,1455.189342,1455.189342,25.92349968,25.92349968,25.92349968,88.94288926,88.94288926,88.94288926,-63.01938957,-63.01938957,-63.01938957,0,0,0,1481.112841,National
5/27/15,1455.743085,-1272.02769,4341.243404,1455.743085,1455.743085,-68.26273475,-68.26273475,-68.26273475,-11.16063624,-11.16063624,-11.16063624,-57.10209851,-57.10209851,-57.10209851,0,0,0,1387.48035,National
5/28/15,1456.296827,-1722.932979,4071.158794,1456.296827,1456.296827,-271.9014547,-271.9014547,-271.9014547,-212.1040465,-212.1040465,-212.1040465,-59.79740827,-59.79740827,-59.79740827,0,0,0,1184.395373,National
5/30/15,1457.404313,-1203.396878,4443.519684,1457.404313,1457.404313,201.4672033,201.4672033,201.4672033,292.0234627,292.0234627,292.0234627,-90.55625937,-90.55625937,-90.55625937,0,0,0,1658.871516,National
5/31/15,1457.958056,-1491.429913,4023.396314,1457.958056,1457.958056,-221.0432226,-221.0432226,-221.0432226,-103.3051091,-103.3051091,-103.3051091,-117.7381136,-117.7381136,-117.7381136,0,0,0,1236.914833,National
6/1/15,1458.511799,-1470.027042,4225.178212,1458.511799,1458.511799,-106.1431942,-106.1431942,-106.1431942,45.65268763,45.65268763,45.65268763,-151.7958819,-151.7958819,-151.7958819,0,0,0,1352.368605,National
